#NAME	SENSE	SAMPLE	HAPLOTYPE	LOCUS	PHASE_BLOCK	SUBRANGE
HG02886#2#JAHAOT010000154.1#0[607-2911952]	HAPLOTYPE	HG02886	2	JAHAOT010000154.1	0	607-2911952
HG00735#2#JAHBCG010000007.1#0[788927-88233003]	HAPLOTYPE	HG00735	2	JAHBCG010000007.1	0	788927-88233003
HG01361#2#JAGYYW010000045.1#0[10247076-10279291]	HAPLOTYPE	HG01361	2	JAGYYW010000045.1	0	10247076-10279291
HG01243#1#JAHEOY010000271.1#0[62230-88169]	HAPLOTYPE	HG01243	1	JAHEOY010000271.1	0	62230-88169
NA20129#1#JAHEPE010000148.1#0[21149350-25478088]	HAPLOTYPE	NA20129	1	JAHEPE010000148.1	0	21149350-25478088
HG02486#2#JAGYVL010000084.1#0[26115544-26143537]	HAPLOTYPE	HG02486	2	JAGYVL010000084.1	0	26115544-26143537
HG02572#2#JAHAOV010000183.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000183.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000007.1#0[1-55302027]	HAPLOTYPE	HG01952	2	JAHAMD010000007.1	0	1-55302027
HG01978#2#JAGYVR010000060.1#0[19401012-19454248]	HAPLOTYPE	HG01978	2	JAGYVR010000060.1	0	19401012-19454248
HG01071#1#JAHBCF010000016.1#0[10287-90842915]	HAPLOTYPE	HG01071	1	JAHBCF010000016.1	0	10287-90842915
HG00438#1#JAHBCB010000061.1#0[256-12725279]	HAPLOTYPE	HG00438	1	JAHBCB010000061.1	0	256-12725279
HG00621#2#JAHBCC010000048.1#0[22464698-31514722]	HAPLOTYPE	HG00621	2	JAHBCC010000048.1	0	22464698-31514722
HG02080#2#JAHEOV010000036.1#0[225034-240734]	HAPLOTYPE	HG02080	2	JAHEOV010000036.1	0	225034-240734
HG01928#2#JAGYVP010000036.1#0[104345607-107116524]	HAPLOTYPE	HG01928	2	JAGYVP010000036.1	0	104345607-107116524
HG01071#1#JAHBCF010000024.1#0[2705647-5906283]	HAPLOTYPE	HG01071	1	JAHBCF010000024.1	0	2705647-5906283
HG02572#2#JAHAOV010000391.1#0	HAPLOTYPE	HG02572	2	JAHAOV010000391.1	0	NO_SUBRANGE
HG00741#1#JAHALY010000110.1#0[1541189-3304332]	HAPLOTYPE	HG00741	1	JAHALY010000110.1	0	1541189-3304332
HG01175#1#JAHAMA010000172.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000172.1	0	NO_SUBRANGE
HG03453#2#JAGYVV010000251.1#0[13333-520577]	HAPLOTYPE	HG03453	2	JAGYVV010000251.1	0	13333-520577
CHM13#0#chr7[159822363-160565311]	REFERENCE	CHM13	0	chr7	NO_PHASE_BLOCK	159822363-160565311
HG01109#2#JAHEOZ010000240.1#0[10-1412861]	HAPLOTYPE	HG01109	2	JAHEOZ010000240.1	0	10-1412861
HG01106#2#JAHAMB010000111.1#0[54621-1798453]	HAPLOTYPE	HG01106	2	JAHAMB010000111.1	0	54621-1798453
HG01978#1#JAGYVS010000057.1#0[13070169-56370312]	HAPLOTYPE	HG01978	1	JAGYVS010000057.1	0	13070169-56370312
HG01952#2#JAHAMD010000231.1#0	HAPLOTYPE	HG01952	2	JAHAMD010000231.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000120.1#0	HAPLOTYPE	HG01243	1	JAHEOY010000120.1	0	NO_SUBRANGE
HG00438#1#JAHBCB010000093.1#0	HAPLOTYPE	HG00438	1	JAHBCB010000093.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000056.1#0[242170-16281508]	HAPLOTYPE	HG03486	1	JAHEOQ010000056.1	0	242170-16281508
HG00741#2#JAHALX010000041.1#0	HAPLOTYPE	HG00741	2	JAHALX010000041.1	0	NO_SUBRANGE
GRCh38#chr1_KI270710v1_random	REFERENCE	GRCh38	NO_HAPLOTYPE	chr1_KI270710v1_random	NO_PHASE_BLOCK	NO_SUBRANGE
HG01243#2#JAHEOX010000095.1#0	HAPLOTYPE	HG01243	2	JAHEOX010000095.1	0	NO_SUBRANGE
HG02148#1#JAHAMG010000022.1#0	HAPLOTYPE	HG02148	1	JAHAMG010000022.1	0	NO_SUBRANGE
HG01928#1#JAGYVQ010000032.1#0[229868-24861505]	HAPLOTYPE	HG01928	1	JAGYVQ010000032.1	0	229868-24861505
HG02630#2#JAHAOP010000029.1#0[239223-19029118]	HAPLOTYPE	HG02630	2	JAHAOP010000029.1	0	239223-19029118
HG02486#1#JAGYVM010000036.1#0[4071204-4864561]	HAPLOTYPE	HG02486	1	JAGYVM010000036.1	0	4071204-4864561
HG01109#1#JAHEPA010000032.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000032.1	0	NO_SUBRANGE
HG02559#1#JAGYVK010000066.1#0[9274609-11972835]	HAPLOTYPE	HG02559	1	JAGYVK010000066.1	0	9274609-11972835
HG01243#1#JAHEOY010000001.1#0[16378785-17796111]	HAPLOTYPE	HG01243	1	JAHEOY010000001.1	0	16378785-17796111
HG01071#2#JAHBCE010000048.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000048.1	0	NO_SUBRANGE
NA18906#1#JAHEOO010000042.1#0[1700703-87367107]	HAPLOTYPE	NA18906	1	JAHEOO010000042.1	0	1700703-87367107
HG02630#2#JAHAOP010000195.1#0[53-3575332]	HAPLOTYPE	HG02630	2	JAHAOP010000195.1	0	53-3575332
HG02145#2#JAHKSF010000159.1#0[1718004-6795770]	HAPLOTYPE	HG02145	2	JAHKSF010000159.1	0	1718004-6795770
HG03516#2#JAGYYS010000112.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000112.1	0	NO_SUBRANGE
HG01243#1#JAHEOY010000256.1#0	HAPLOTYPE	HG01243	1	JAHEOY010000256.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000042.1#0[5129580-5139003]	HAPLOTYPE	NA20129	2	JAHEPD010000042.1	0	5129580-5139003
HG00673#1#JAHBBZ010000091.1#0	HAPLOTYPE	HG00673	1	JAHBBZ010000091.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000058.1#0[19047537-49754905]	HAPLOTYPE	HG01952	2	JAHAMD010000058.1	0	19047537-49754905
HG03098#2#JAHEPL010000092.1#0[1744-559797]	HAPLOTYPE	HG03098	2	JAHEPL010000092.1	0	1744-559797
HG01891#2#JAGYVN010000273.1#0	HAPLOTYPE	HG01891	2	JAGYVN010000273.1	0	NO_SUBRANGE
HG01358#2#JAGYZA010000245.1#0	HAPLOTYPE	HG01358	2	JAGYZA010000245.1	0	NO_SUBRANGE
HG02559#2#JAGYVJ010000018.1#0[39633698-40957154]	HAPLOTYPE	HG02559	2	JAGYVJ010000018.1	0	39633698-40957154
HG02486#1#JAGYVM010000193.1#0	HAPLOTYPE	HG02486	1	JAGYVM010000193.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000287.1#0[569-317481]	HAPLOTYPE	HG02080	1	JAHEOW010000287.1	0	569-317481
HG01109#2#JAHEOZ010000074.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000074.1	0	NO_SUBRANGE
HG00673#2#JAHBBY010000124.1#0	HAPLOTYPE	HG00673	2	JAHBBY010000124.1	0	NO_SUBRANGE
HG01106#1#JAHAMC010000073.1#0[1155652-1649316]	HAPLOTYPE	HG01106	1	JAHAMC010000073.1	0	1155652-1649316
HG02559#2#JAGYVJ010000037.1#0[12126695-15184170]	HAPLOTYPE	HG02559	2	JAGYVJ010000037.1	0	12126695-15184170
HG02622#1#JAHAOO010000030.1#0[91548541-91808398]	HAPLOTYPE	HG02622	1	JAHAOO010000030.1	0	91548541-91808398
HG01175#2#JAHALZ010000184.1#0	HAPLOTYPE	HG01175	2	JAHALZ010000184.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000400.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000400.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000241.1#0	HAPLOTYPE	HG02630	2	JAHAOP010000241.1	0	NO_SUBRANGE
HG02109#2#JAHEPF010000041.1#0	HAPLOTYPE	HG02109	2	JAHEPF010000041.1	0	NO_SUBRANGE
HG02080#1#JAHEOW010000099.1#0	HAPLOTYPE	HG02080	1	JAHEOW010000099.1	0	NO_SUBRANGE
HG01175#2#JAHALZ010000092.1#0[7929158-8546153]	HAPLOTYPE	HG01175	2	JAHALZ010000092.1	0	7929158-8546153
HG00733#1#JAHEPQ010000057.1#0[36904462-37256353]	HAPLOTYPE	HG00733	1	JAHEPQ010000057.1	0	36904462-37256353
HG03516#1#JAGYYT010000057.1#0[30-31460539]	HAPLOTYPE	HG03516	1	JAGYYT010000057.1	0	30-31460539
HG01106#1#JAHAMC010000070.1#0	HAPLOTYPE	HG01106	1	JAHAMC010000070.1	0	NO_SUBRANGE
HG02109#2#JAHEPF010000244.1#0[5843-388975]	HAPLOTYPE	HG02109	2	JAHEPF010000244.1	0	5843-388975
HG03540#1#JAGYVY010000001.1#0	HAPLOTYPE	HG03540	1	JAGYVY010000001.1	0	NO_SUBRANGE
HG00741#2#JAHALX010000087.1#0	HAPLOTYPE	HG00741	2	JAHALX010000087.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000085.1#0[11499002-23408896]	HAPLOTYPE	HG01071	2	JAHBCE010000085.1	0	11499002-23408896
HG02886#1#JAHAOU010000061.1#0[14-8892534]	HAPLOTYPE	HG02886	1	JAHAOU010000061.1	0	14-8892534
NA21309#2#JAHEPB010000134.1#0	HAPLOTYPE	NA21309	2	JAHEPB010000134.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000044.1#0	HAPLOTYPE	HG02630	2	JAHAOP010000044.1	0	NO_SUBRANGE
HG02559#1#JAGYVK010000126.1#0	HAPLOTYPE	HG02559	1	JAGYVK010000126.1	0	NO_SUBRANGE
HG01891#2#JAGYVN010000045.1#0	HAPLOTYPE	HG01891	2	JAGYVN010000045.1	0	NO_SUBRANGE
HG00733#2#JAHEPP010000175.1#0	HAPLOTYPE	HG00733	2	JAHEPP010000175.1	0	NO_SUBRANGE
HG03453#1#JAGYVW010000042.1#0	HAPLOTYPE	HG03453	1	JAGYVW010000042.1	0	NO_SUBRANGE
HG01243#2#JAHEOX010000289.1#0[35150-38142]	HAPLOTYPE	HG01243	2	JAHEOX010000289.1	0	35150-38142
HG03453#2#JAGYVV010000260.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000260.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000076.1#0[18616532-27674191]	HAPLOTYPE	HG01175	1	JAHAMA010000076.1	0	18616532-27674191
GRCh38#chrUn_KI270749v1	REFERENCE	GRCh38	NO_HAPLOTYPE	chrUn_KI270749v1	NO_PHASE_BLOCK	NO_SUBRANGE
HG01071#2#JAHBCE010000059.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000059.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000158.1#0[2038098-5577376]	HAPLOTYPE	HG01175	1	JAHAMA010000158.1	0	2038098-5577376
HG02818#2#JAHEOR010000359.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000359.1	0	NO_SUBRANGE
HG03516#2#JAGYYS010000224.1#0[7-288176]	HAPLOTYPE	HG03516	2	JAGYYS010000224.1	0	7-288176
HG02886#1#JAHAOU010000139.1#0[117-12642429]	HAPLOTYPE	HG02886	1	JAHAOU010000139.1	0	117-12642429
HG01891#1#JAGYVO010000003.1#0	HAPLOTYPE	HG01891	1	JAGYVO010000003.1	0	NO_SUBRANGE
HG01358#1#JAGYZB010000034.1#0[129092-920067]	HAPLOTYPE	HG01358	1	JAGYZB010000034.1	0	129092-920067
NA20129#2#JAHEPD010000113.1#0	HAPLOTYPE	NA20129	2	JAHEPD010000113.1	0	NO_SUBRANGE
HG03453#1#JAGYVW010000196.1#0[36-1333633]	HAPLOTYPE	HG03453	1	JAGYVW010000196.1	0	36-1333633
HG01071#2#JAHBCE010000190.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000190.1	0	NO_SUBRANGE
HG02622#1#JAHAOO010000002.1#0[40563078-40799995]	HAPLOTYPE	HG02622	1	JAHAOO010000002.1	0	40563078-40799995
HG02630#2#JAHAOP010000320.1#0[24909-80316]	HAPLOTYPE	HG02630	2	JAHAOP010000320.1	0	24909-80316
HG01175#1#JAHAMA010000094.1#0[8603949-8905553]	HAPLOTYPE	HG01175	1	JAHAMA010000094.1	0	8603949-8905553
HG00438#2#JAHBCA010000032.1#0[375837-1238392]	HAPLOTYPE	HG00438	2	JAHBCA010000032.1	0	375837-1238392
HG02723#2#JAHEOT010000137.1#0	HAPLOTYPE	HG02723	2	JAHEOT010000137.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000223.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000223.1	0	NO_SUBRANGE
HG01109#1#JAHEPA010000341.1#0	HAPLOTYPE	HG01109	1	JAHEPA010000341.1	0	NO_SUBRANGE
HG00438#1#JAHBCB010000126.1#0[518-1977862]	HAPLOTYPE	HG00438	1	JAHBCB010000126.1	0	518-1977862
HG00735#2#JAHBCG010000029.1#0	HAPLOTYPE	HG00735	2	JAHBCG010000029.1	0	NO_SUBRANGE
HG02559#1#JAGYVK010000106.1#0[86729-712064]	HAPLOTYPE	HG02559	1	JAGYVK010000106.1	0	86729-712064
HG02717#1#JAHAOS010000024.1#0	HAPLOTYPE	HG02717	1	JAHAOS010000024.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000087.1#0	HAPLOTYPE	HG01952	2	JAHAMD010000087.1	0	NO_SUBRANGE
HG02886#2#JAHAOT010000061.1#0	HAPLOTYPE	HG02886	2	JAHAOT010000061.1	0	NO_SUBRANGE
NA21309#1#JAHEPC010000159.1#0	HAPLOTYPE	NA21309	1	JAHEPC010000159.1	0	NO_SUBRANGE
HG02080#2#JAHEOV010000230.1#0	HAPLOTYPE	HG02080	2	JAHEOV010000230.1	0	NO_SUBRANGE
HG02486#1#JAGYVM010000124.1#0	HAPLOTYPE	HG02486	1	JAGYVM010000124.1	0	NO_SUBRANGE
HG02486#1#JAGYVM010000021.1#0	HAPLOTYPE	HG02486	1	JAGYVM010000021.1	0	NO_SUBRANGE
HG02886#2#JAHAOT010000118.1#0[1019-2108943]	HAPLOTYPE	HG02886	2	JAHAOT010000118.1	0	1019-2108943
HG03453#2#JAGYVV010000115.1#0	HAPLOTYPE	HG03453	2	JAGYVV010000115.1	0	NO_SUBRANGE
HG02055#1#JAHEPK010000107.1#0	HAPLOTYPE	HG02055	1	JAHEPK010000107.1	0	NO_SUBRANGE
HG01928#2#JAGYVP010000063.1#0[13-6937859]	HAPLOTYPE	HG01928	2	JAGYVP010000063.1	0	13-6937859
HG03486#1#JAHEOQ010000153.1#0[290-26729204]	HAPLOTYPE	HG03486	1	JAHEOQ010000153.1	0	290-26729204
HG01071#2#JAHBCE010000003.1#0[13399171-14327237]	HAPLOTYPE	HG01071	2	JAHBCE010000003.1	0	13399171-14327237
HG02109#2#JAHEPF010000101.1#0[543-6194304]	HAPLOTYPE	HG02109	2	JAHEPF010000101.1	0	543-6194304
HG02630#2#JAHAOP010000181.1#0[1-870806]	HAPLOTYPE	HG02630	2	JAHAOP010000181.1	0	1-870806
GRCh38#chrUn_GL000195v1	REFERENCE	GRCh38	NO_HAPLOTYPE	chrUn_GL000195v1	NO_PHASE_BLOCK	NO_SUBRANGE
HG00741#1#JAHALY010000037.1#0[32030-42769216]	HAPLOTYPE	HG00741	1	JAHALY010000037.1	0	32030-42769216
HG02055#1#JAHEPK010000210.1#0	HAPLOTYPE	HG02055	1	JAHEPK010000210.1	0	NO_SUBRANGE
HG01928#1#JAGYVQ010000071.1#0[1769679-29125550]	HAPLOTYPE	HG01928	1	JAGYVQ010000071.1	0	1769679-29125550
HG03516#2#JAGYYS010000043.1#0[47609727-48272747]	HAPLOTYPE	HG03516	2	JAGYYS010000043.1	0	47609727-48272747
HG02080#2#JAHEOV010000367.1#0[175-51892]	HAPLOTYPE	HG02080	2	JAHEOV010000367.1	0	175-51892
HG00735#2#JAHBCG010000047.1#0	HAPLOTYPE	HG00735	2	JAHBCG010000047.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000683.1#0[4414-36141]	HAPLOTYPE	HG02145	1	JAHKSG010000683.1	0	4414-36141
HG02886#1#JAHAOU010000280.1#0	HAPLOTYPE	HG02886	1	JAHAOU010000280.1	0	NO_SUBRANGE
HG01175#1#JAHAMA010000197.1#0	HAPLOTYPE	HG01175	1	JAHAMA010000197.1	0	NO_SUBRANGE
HG00673#2#JAHBBY010000117.1#0[7469742-7524143]	HAPLOTYPE	HG00673	2	JAHBBY010000117.1	0	7469742-7524143
HG02818#1#JAHEOS010000206.1#0	HAPLOTYPE	HG02818	1	JAHEOS010000206.1	0	NO_SUBRANGE
HG03516#2#JAGYYS010000129.1#0[782131-1036723]	HAPLOTYPE	HG03516	2	JAGYYS010000129.1	0	782131-1036723
HG01175#1#JAHAMA010000198.1#0[1031472-1778422]	HAPLOTYPE	HG01175	1	JAHAMA010000198.1	0	1031472-1778422
HG02145#1#JAHKSG010000697.1#0	HAPLOTYPE	HG02145	1	JAHKSG010000697.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000210.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000210.1	0	NO_SUBRANGE
HG02572#2#JAHAOV010000037.1#0[25126536-25660039]	HAPLOTYPE	HG02572	2	JAHAOV010000037.1	0	25126536-25660039
NA18906#2#JAHEON010000151.1#0[3541-362714]	HAPLOTYPE	NA18906	2	JAHEON010000151.1	0	3541-362714
HG00438#1#JAHBCB010000085.1#0	HAPLOTYPE	HG00438	1	JAHBCB010000085.1	0	NO_SUBRANGE
HG02145#1#JAHKSG010000140.1#0[12773946-15595234]	HAPLOTYPE	HG02145	1	JAHKSG010000140.1	0	12773946-15595234
NA18906#2#JAHEON010000091.1#0	HAPLOTYPE	NA18906	2	JAHEON010000091.1	0	NO_SUBRANGE
NA21309#2#JAHEPB010000224.1#0[2273085-2351274]	HAPLOTYPE	NA21309	2	JAHEPB010000224.1	0	2273085-2351274
HG03098#1#JAHEPM010000009.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000009.1	0	NO_SUBRANGE
NA21309#2#JAHEPB010000113.1#0	HAPLOTYPE	NA21309	2	JAHEPB010000113.1	0	NO_SUBRANGE
HG02630#1#JAHAOQ010000068.1#0	HAPLOTYPE	HG02630	1	JAHAOQ010000068.1	0	NO_SUBRANGE
NA18906#1#JAHEOO010000004.1#0[21865620-25147016]	HAPLOTYPE	NA18906	1	JAHEOO010000004.1	0	21865620-25147016
HG00438#2#JAHBCA010000055.1#0[38177052-41086082]	HAPLOTYPE	HG00438	2	JAHBCA010000055.1	0	38177052-41086082
NA21309#2#JAHEPB010000017.1#0[1364-922020]	HAPLOTYPE	NA21309	2	JAHEPB010000017.1	0	1364-922020
HG02630#1#JAHAOQ010000224.1#0[6-920848]	HAPLOTYPE	HG02630	1	JAHAOQ010000224.1	0	6-920848
HG02818#2#JAHEOR010000340.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000340.1	0	NO_SUBRANGE
HG00621#1#JAHBCD010000014.1#0[1265-61940482]	HAPLOTYPE	HG00621	1	JAHBCD010000014.1	0	1265-61940482
HG02145#1#JAHKSG010000035.1#0[183-12367024]	HAPLOTYPE	HG02145	1	JAHKSG010000035.1	0	183-12367024
HG01071#2#JAHBCE010000070.1#0	HAPLOTYPE	HG01071	2	JAHBCE010000070.1	0	NO_SUBRANGE
HG02886#1#JAHAOU010000409.1#0	HAPLOTYPE	HG02886	1	JAHAOU010000409.1	0	NO_SUBRANGE
NA18906#2#JAHEON010000043.1#0[25207663-25240521]	HAPLOTYPE	NA18906	2	JAHEON010000043.1	0	25207663-25240521
HG01258#2#JAGYYU010000083.1#0	HAPLOTYPE	HG01258	2	JAGYYU010000083.1	0	NO_SUBRANGE
NA18906#1#JAHEOO010000070.1#0[1-30836000]	HAPLOTYPE	NA18906	1	JAHEOO010000070.1	0	1-30836000
HG01109#2#JAHEOZ010000009.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000009.1	0	NO_SUBRANGE
NA18906#2#JAHEON010000266.1#0	HAPLOTYPE	NA18906	2	JAHEON010000266.1	0	NO_SUBRANGE
HG02145#2#JAHKSF010000193.1#0	HAPLOTYPE	HG02145	2	JAHKSF010000193.1	0	NO_SUBRANGE
HG01928#2#JAGYVP010000024.1#0[33818084-34124131]	HAPLOTYPE	HG01928	2	JAGYVP010000024.1	0	33818084-34124131
HG02818#2#JAHEOR010000396.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000396.1	0	NO_SUBRANGE
HG03579#2#JAGYVT010000073.1#0[28197-19070736]	HAPLOTYPE	HG03579	2	JAGYVT010000073.1	0	28197-19070736
HG02257#1#JAGYVI010000025.1#0[29242060-29263497]	HAPLOTYPE	HG02257	1	JAGYVI010000025.1	0	29242060-29263497
HG01258#2#JAGYYU010000088.1#0	HAPLOTYPE	HG01258	2	JAGYYU010000088.1	0	NO_SUBRANGE
NA20129#1#JAHEPE010000354.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000354.1	0	NO_SUBRANGE
HG00741#2#JAHALX010000235.1#0[1-208736]	HAPLOTYPE	HG00741	2	JAHALX010000235.1	0	1-208736
HG01109#2#JAHEOZ010000070.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000070.1	0	NO_SUBRANGE
HG03492#1#JAHEPI010000057.1#0[3277189-3509755]	HAPLOTYPE	HG03492	1	JAHEPI010000057.1	0	3277189-3509755
HG03098#2#JAHEPL010000207.1#0[416628-1215745]	HAPLOTYPE	HG03098	2	JAHEPL010000207.1	0	416628-1215745
NA20129#1#JAHEPE010000153.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000153.1	0	NO_SUBRANGE
NA21309#2#JAHEPB010000224.1#0[724935-2022692]	HAPLOTYPE	NA21309	2	JAHEPB010000224.1	0	724935-2022692
HG02818#2#JAHEOR010000320.1#0	HAPLOTYPE	HG02818	2	JAHEOR010000320.1	0	NO_SUBRANGE
HG02572#1#JAHAOW010000117.1#0[1104357-1440532]	HAPLOTYPE	HG02572	1	JAHAOW010000117.1	0	1104357-1440532
HG03492#2#JAHEPH010000093.1#0[312-32032027]	HAPLOTYPE	HG03492	2	JAHEPH010000093.1	0	312-32032027
HG03579#2#JAGYVT010000412.1#0[18235-28516]	HAPLOTYPE	HG03579	2	JAGYVT010000412.1	0	18235-28516
HG02257#2#JAGYVH010000119.1#0	HAPLOTYPE	HG02257	2	JAGYVH010000119.1	0	NO_SUBRANGE
HG01952#2#JAHAMD010000111.1#0[3370643-6257349]	HAPLOTYPE	HG01952	2	JAHAMD010000111.1	0	3370643-6257349
HG03492#2#JAHEPH010000283.1#0	HAPLOTYPE	HG03492	2	JAHEPH010000283.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000169.1#0	HAPLOTYPE	NA20129	2	JAHEPD010000169.1	0	NO_SUBRANGE
HG01358#2#JAGYZA010000027.1#0	HAPLOTYPE	HG01358	2	JAGYZA010000027.1	0	NO_SUBRANGE
HG02559#2#JAGYVJ010000094.1#0	HAPLOTYPE	HG02559	2	JAGYVJ010000094.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000001.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000001.1	0	NO_SUBRANGE
HG03516#2#JAGYYS010000182.1#0	HAPLOTYPE	HG03516	2	JAGYYS010000182.1	0	NO_SUBRANGE
HG03540#1#JAGYVY010000197.1#0	HAPLOTYPE	HG03540	1	JAGYVY010000197.1	0	NO_SUBRANGE
HG01891#1#JAGYVO010000007.1#0[765076-1031017]	HAPLOTYPE	HG01891	1	JAGYVO010000007.1	0	765076-1031017
HG01978#2#JAGYVR010000054.1#0	HAPLOTYPE	HG01978	2	JAGYVR010000054.1	0	NO_SUBRANGE
HG01106#1#JAHAMC010000045.1#0	HAPLOTYPE	HG01106	1	JAHAMC010000045.1	0	NO_SUBRANGE
HG03516#1#JAGYYT010000058.1#0[28995571-29301493]	HAPLOTYPE	HG03516	1	JAGYYT010000058.1	0	28995571-29301493
HG01071#1#JAHBCF010000143.1#0	HAPLOTYPE	HG01071	1	JAHBCF010000143.1	0	NO_SUBRANGE
HG00733#2#JAHEPP010000035.1#0	HAPLOTYPE	HG00733	2	JAHEPP010000035.1	0	NO_SUBRANGE
NA20129#2#JAHEPD010000117.1#0[16684409-17446610]	HAPLOTYPE	NA20129	2	JAHEPD010000117.1	0	16684409-17446610
HG03516#1#JAGYYT010000116.1#0[4779819-8634382]	HAPLOTYPE	HG03516	1	JAGYYT010000116.1	0	4779819-8634382
HG00735#2#JAHBCG010000154.1#0[1805-51865]	HAPLOTYPE	HG00735	2	JAHBCG010000154.1	0	1805-51865
HG01891#1#JAGYVO010000033.1#0[3233-90793778]	HAPLOTYPE	HG01891	1	JAGYVO010000033.1	0	3233-90793778
HG00673#1#JAHBBZ010000178.1#0	HAPLOTYPE	HG00673	1	JAHBBZ010000178.1	0	NO_SUBRANGE
HG03492#2#JAHEPH010000057.1#0[14-7309565]	HAPLOTYPE	HG03492	2	JAHEPH010000057.1	0	14-7309565
HG00741#2#JAHALX010000249.1#0	HAPLOTYPE	HG00741	2	JAHALX010000249.1	0	NO_SUBRANGE
NA18906#1#JAHEOO010000234.1#0	HAPLOTYPE	NA18906	1	JAHEOO010000234.1	0	NO_SUBRANGE
HG03486#1#JAHEOQ010000146.1#0	HAPLOTYPE	HG03486	1	JAHEOQ010000146.1	0	NO_SUBRANGE
HG01109#2#JAHEOZ010000188.1#0	HAPLOTYPE	HG01109	2	JAHEOZ010000188.1	0	NO_SUBRANGE
HG02630#2#JAHAOP010000100.1#0[138-12459479]	HAPLOTYPE	HG02630	2	JAHAOP010000100.1	0	138-12459479
NA18906#2#JAHEON010000088.1#0[108138-28657045]	HAPLOTYPE	NA18906	2	JAHEON010000088.1	0	108138-28657045
HG01243#1#JAHEOY010000260.1#0[70207-85174]	HAPLOTYPE	HG01243	1	JAHEOY010000260.1	0	70207-85174
HG03540#1#JAGYVY010000233.1#0[179-177763]	HAPLOTYPE	HG03540	1	JAGYVY010000233.1	0	179-177763
HG02630#2#JAHAOP010000001.1#0[21645264-27924374]	HAPLOTYPE	HG02630	2	JAHAOP010000001.1	0	21645264-27924374
HG02818#2#JAHEOR010000379.1#0[9286-541108]	HAPLOTYPE	HG02818	2	JAHEOR010000379.1	0	9286-541108
HG02630#1#JAHAOQ010000085.1#0[448-3139465]	HAPLOTYPE	HG02630	1	JAHAOQ010000085.1	0	448-3139465
HG01361#2#JAGYYW010000123.1#0[15599-743080]	HAPLOTYPE	HG01361	2	JAGYYW010000123.1	0	15599-743080
HG00621#2#JAHBCC010000011.1#0	HAPLOTYPE	HG00621	2	JAHBCC010000011.1	0	NO_SUBRANGE
HG00741#1#JAHALY010000207.1#0	HAPLOTYPE	HG00741	1	JAHALY010000207.1	0	NO_SUBRANGE
HG02148#1#JAHAMG010000395.1#0	HAPLOTYPE	HG02148	1	JAHAMG010000395.1	0	NO_SUBRANGE
HG01071#2#JAHBCE010000070.1#0[18969835-18973049]	HAPLOTYPE	HG01071	2	JAHBCE010000070.1	0	18969835-18973049
HG01928#2#JAGYVP010000117.1#0	HAPLOTYPE	HG01928	2	JAGYVP010000117.1	0	NO_SUBRANGE
HG03098#1#JAHEPM010000200.1#0	HAPLOTYPE	HG03098	1	JAHEPM010000200.1	0	NO_SUBRANGE
HG01358#2#JAGYZA010000030.1#0[140-2879864]	HAPLOTYPE	HG01358	2	JAGYZA010000030.1	0	140-2879864
NA20129#1#JAHEPE010000287.1#0	HAPLOTYPE	NA20129	1	JAHEPE010000287.1	0	NO_SUBRANGE
